year	rarity
2017	1.8625
2016	1.96153846154
2015	1.11764705882
2017	0.73125
2017	0.9
2016	0.73125
2016	0.972222222222
2015	1.1052631578899998
2013	1.4
2016	1.51666666667
2016	1.95
2016	2.375
2010	3.1875
2016	2.55294117647
2017	1.21176470588
2016	0.542105263158
2017	0.64375
